SIRET;Nom du compte;Site Scrapping;DNS;Mail Server1;Mail Server2;Mail Server3;Mail Server4;Mail Server5;Mail Server6;Mail Server7;Mail Server8;Mail Server9
40332416300480;HARMONIE MEDICAL SERVICE;vyv3.fr;OUI;vyv3-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
41376698100778;HOMEPERF;homeperf.com;NON DEFINI;mx04.cloud.vadesecure.com (priorité 10);mx03.cloud.vadesecure.com (priorité 10);mx01.cloud.vadesecure.com (priorité 10);mx02.cloud.vadesecure.com (priorité 10);;;;;
42322891501916;SONOVA AUDIOLOGICAL CARE FRANCE SAS;auditionsante.fr;NON DEFINI;mail101.sonova.com (priorité 5);mail102.sonova.com (priorité 5);mail103.sonova.com (priorité 5);mail104.sonova.com (priorité 5);;;;;
42322891500850;SONOVA AUDIOLOGICAL CARE FRANCE SAS;aucun site;aucun site;;;;;;;;;
42322891500918;SONOVA AUDIOLOGICAL CARE FRANCE SAS;auditionsante.fr;NON DEFINI;mail101.sonova.com (priorité 5);mail102.sonova.com (priorité 5);mail103.sonova.com (priorité 5);mail104.sonova.com (priorité 5);;;;;
42322891501684;SONOVA AUDIOLOGICAL CARE FRANCE SAS;aucun site;aucun site;;;;;;;;;
42322891502971;SONOVA AUDIOLOGICAL CARE FRANCE SAS;auditionsante.fr;NON DEFINI;mail101.sonova.com (priorité 5);mail102.sonova.com (priorité 5);mail103.sonova.com (priorité 5);mail104.sonova.com (priorité 5);;;;;
42819372600505;D'MEDICA;dmedica.com;Erreur;;;;;;;;;
42322891502963;SONOVA AUDIOLOGICAL CARE FRANCE SAS;aucun site;aucun site;;;;;;;;;
42322891503177;Audition Santé;auditionsante.fr;Erreur;;;;;;;;;
61205320700397;NEUFTEX;aucun site;aucun site;;;;;;;;;
45650160000286;FREMAUX-DELORME;yvesdelorme.com;OUI;yvesdelorme-com.mail.protection.outlook.com (priorité 10);;;;;;;;
45650160000526;FREMAUX-DELORME;yvesdelorme.com;OUI;yvesdelorme-com.mail.protection.outlook.com (priorité 10);;;;;;;;
32092280000059;SOC DISTRIBUTION MATERIEL KARTING;aucun site;aucun site;;;;;;;;;
87280331700033;MUSTIERE AUTOMOBILES;groupe-dmd.fr;NON DEFINI;mailgate1.lemnia.net (priorité 1);;;;;;;;
87380055100095;AUTO GARAGE DE L OUEST;seat-nantes.fr;NON DEFINI;;;;;;;;;
